direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10',precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e10,precio_gasolina_98_e5,provincia,rotulo,ideess,id_municipio,id_provincia
"CALLE CALZADA, S/N",L-V: 07:00-23:00; S-D: 09:00-14:00 y 17:00-20:00,40.802917,SAN PEDRO DEL ARROYO,-4.873278,San Pedro del Arroyo,1.769,1.419,1.839,NA,1.829,NA,NA,NA,ÁVILA,PETRONOR,5981,581,05
"CALLE CALZADA, S/N",L-V: 07:00-23:00; S-D: 09:00-14:00 y 17:00-20:00,40.803111,SAN PEDRO DEL ARROYO,-4.873083,San Pedro del Arroyo,1.769,1.419,1.839,NA,1.829,NA,NA,NA,ÁVILA,PETRONOR,5980,581,05
"N-VI km 101,3",L-D: 24H,40.876056,SANCHIDRIAN,-4.572917,Sanchidrián,1.599,NA,NA,NA,1.699,NA,NA,NA,ÁVILA,REPOSTAR,5015,583,05
"CARRETERA N-502 KM. 21,200",L: 08:00-18:00,40.55325,SOLOSANCHO,-4.909028,Solosancho,1.759,1.439,1.839,NA,1.829,NA,NA,1.969,ÁVILA,REPSOL - SAN ROMAN,12078,602,05
"CALLE DOCTOR DIAZ PALACIOS, S,N",L-D: 05:00-23:00,40.293194,SOTILLO DE LA ADRADA,-4.579417,Sotillo de la Adrada,1.789,NA,1.849,NA,1.839,NA,NA,1.879,ÁVILA,CEPSA,4998,604,05
CARRETERA CTRA. N-403-A KM. KM 90,L-D: 06:00-22:00,40.409667,TIEMBLO (EL),-4.493583,Tiemblo (El),1.739,NA,NA,NA,1.779,NA,NA,1.919,ÁVILA,Q8,4972,605,05
CARRETERA N110 KM. 280,L-D: 24H,40.592361,TORRE (LA),-4.966528,Torre (La),1.629,NA,1.669,NA,1.699,NA,NA,NA,ÁVILA,GASLOWCOST,13622,610,05
"CARRETERA N-403 AVILA - VALLADOLID KM. 22,500",L: 07:00-21:30,40.843028,VELAYOS,-4.629861,Velayos,1.809,NA,1.809,NA,1.778,NA,NA,1.921,ÁVILA,BP,5973,616,05
CARRETERA C-605 KM. 72,L-D: 07:00-23:00,41.042333,VILLANUEVA DEL ACERAL,-4.849111,Villanueva del Aceral,1.759,NA,1.819,NA,1.799,NA,NA,1.919,ÁVILA,"LAS CORREHUELAS, S.L",4927,621,05
"PLAZA DE LA IGLESIA, S/N",L-D: 24H,39.084861,GUADALPERALES (LOS),-5.625139,Acedera,1.585,1.233,NA,NA,NA,NA,NA,NA,BADAJOZ,COOP.GUADALPERALES,12402,630,06
"CALLE PADRON DE SAN ANTONIO, S/N",L-D: 24H,38.643611,ACEUCHAL,-6.4955,Aceuchal,1.532,1.157,NA,NA,NA,NA,NA,NA,BADAJOZ,LA SOLEDAD,12285,631,06
"C-423 km 40,6",L-D: 06:00-22:00,38.640556,ACEUCHAL,-6.487194,Aceuchal,1.709,NA,1.809,NA,1.749,NA,NA,NA,BADAJOZ,CAMPSA,10373,631,06
CARRETERA NACIONAL 435 KM. 127,L-D: 06:30-22:30,38.264417,AHILLONES,-5.865083,Ahillones,1.733,NA,NA,NA,1.777,NA,NA,NA,BADAJOZ,LUKOIL,5839,632,06
"CARRETERA BA089 KM. 42,700",L-D: 06:00-22:00,38.792417,ALANGE,-6.261611,Alange,1.559,1.259,NA,NA,1.679,NA,NA,NA,BADAJOZ,HNOS GUILLEN MONTERO S.A.L.,5849,633,06
"CARRETERA N-432 KM. 15,98",L-V: 07:00-21:00,38.7635,ALBUERA (LA),-6.854917,Albuera (La),1.749,NA,1.815,NA,1.784,NA,NA,NA,BADAJOZ,CEPSA,12268,634,06
"CARRETERA CR N-435 KM. 22,50",L: 06:30-22:00,38.713111,ALBUERA (LA),-6.820583,Albuera (La),1.769,NA,1.829,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,7550,634,06
"CARRETERA CTRA. N-530 KM. 33,00",L-D: 07:00-23:00,39.218583,ALBURQUERQUE,-7.00725,Alburquerque,1.649,NA,1.719,NA,1.724,NA,NA,NA,BADAJOZ,GALP,7612,635,06
"CARRETERA EX-110 KM. 34,60",L-D: 07:00-23:00,39.198917,ALBURQUERQUE,-6.997528,Alburquerque,1.759,1.459,1.859,NA,1.839,NA,NA,1.959,BADAJOZ,REPSOL,11788,635,06
"EX-107 km 43,5",L-D: 06:30-21:30,38.516333,ALCONCHEL,-7.06775,Alconchel,1.759,1.379,1.829,NA,1.779,NA,NA,NA,BADAJOZ,CEPSA,5965,636,06
"CARRETERA NACIONAL 435 KM KM. 34,5",L: 07:00-23:00,38.614778,ALMENDRAL,-6.81775,Almendral,1.759,1.399,1.809,NA,1.809,NA,NA,NA,BADAJOZ,REPSOL,5940,639,06
"AVENIDA A RUA, 137",L-D: 24H,38.691389,ALMENDRALEJO,-6.406361,Almendralejo,1.611,1.372,NA,NA,NA,NA,NA,NA,BADAJOZ,COOPERATIVA,13729,640,06
CTRA.ACEUCHAL S/N (CTRA.DON BENITO-OLIVENZA C-243 km 71.425),L-D: 06:00-23:00,38.677528,ALMENDRALEJO,-6.422972,Almendralejo,1.569,1.399,1.669,NA,1.659,NA,NA,NA,BADAJOZ,GASOLINERA SAN ROQUE,9377,640,06
CARRETERA BADAJOZ KM. S/N,L: 06:30-23:00,38.687056,ALMENDRALEJO,-6.417806,Almendralejo,1.769,1.413,1.839,NA,1.789,NA,NA,1.909,BADAJOZ,REPSOL,7520,640,06
"CTRA DE ALANGE  EX 105-R, KM km 1,9",L: 06:00-22:00,38.687389,ALMENDRALEJO,-6.391,Almendralejo,1.58,NA,NA,NA,1.645,NA,NA,1.695,BADAJOZ,E. S. SAN ISIDRO,7484,640,06
"CALLE ELECTRTICIDAD, S/N",L-D: 06:00-22:00,38.692139,ALMENDRALEJO,-6.408778,Almendralejo,1.759,NA,1.819,NA,1.789,NA,NA,NA,BADAJOZ,GALP (E.S. ANTUNEZ),11102,640,06
CARRETERA GIJÓN-SEVILLA KM. 38,L-D: 06:00-22:30,38.691944,ALMENDRALEJO,-6.405556,Almendralejo,1.559,NA,NA,NA,1.649,NA,NA,NA,BADAJOZ,LOW COST LOS POZUELOS,5864,640,06
"CARRETERA GIJON-SEVILLA KM. 651,8",L-S: 06:30-22:30; D: 08:00-20:00,38.677167,ALMENDRALEJO,-6.393389,Almendralejo,1.559,NA,NA,NA,1.649,NA,NA,NA,BADAJOZ,GASO 10,11274,640,06
"CALLE CONSTRUCCION, SN",L-D: 24H,38.695361,ALMENDRALEJO,-6.408139,Almendralejo,1.689,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SETTRAN,13341,640,06
CARRETERA CR.GIJON SEVILLA KM651 KM. 651,L-D: 06:30-22:00,38.676944,ALMENDRALEJO,-6.393417,Almendralejo,1.769,NA,1.839,NA,1.779,NA,NA,1.899,BADAJOZ,REPSOL,7558,640,06
"CARRETERA GIJON-SEVILLA KM. 650,9",L-D: 24H,38.681083,ALMENDRALEJO,-6.3975,Almendralejo,1.559,NA,NA,NA,1.649,NA,NA,NA,BADAJOZ,EESS LA FLORIDA,7521,640,06
"AVENIDA DE SEVILLA, 140",L-D: 24H,38.672389,ALMENDRALEJO,-6.390167,Almendralejo,1.549,NA,1.659,NA,1.629,NA,NA,1.699,BADAJOZ,MORGANE OIL,11756,640,06
CARRETERA GIJON-SEVILLA KM. 648,L-D: 24H,38.710889,ALMENDRALEJO,-6.397583,Almendralejo,1.755,NA,1.849,NA,1.789,NA,NA,1.919,BADAJOZ,CEPSA,11738,640,06
"CARRETERA N-630 KM. 643,915",L: 24H,38.740472,ALMENDRALEJO,-6.390583,Almendralejo,1.5,NA,NA,NA,1.6,NA,NA,NA,BADAJOZ,NOROIL,7605,640,06
"AVENIDA AVDA DE ARUA, 1,",L-D: 06:00-22:00,38.687389,ALMENDRALEJO,-6.429722,Almendralejo,1.739,NA,NA,NA,1.779,NA,NA,NA,BADAJOZ,VALCARCE ALMENDRALEJO,9365,640,06
"AVENIDA EXTREMADURA, S/N",L-S: 06:00-22:00,38.858139,ARROYO DE SAN SERVAN,-6.455306,Arroyo de San Serván,1.719,1.412,NA,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,5920,641,06
"C/ ENCARNACION, S/N",L-D: 24H,38.851639,ARROYO DE SAN SERVAN,-6.454028,Arroyo de San Serván,1.554,1.156,NA,NA,NA,NA,NA,NA,BADAJOZ,COOP. PERALES,10258,641,06
"CARRETERA BADAJOZ-GRANADA KM. 146,7",L-D: 06:00-22:00,38.275139,AZUAGA,-5.677333,Azuaga,1.709,1.465,1.799,NA,1.729,NA,NA,1.869,BADAJOZ,SEA,7487,643,06
"CALLE MINA LA OSCURIDAD, 61",L-D: 24H,38.260833,AZUAGA,-5.694639,Azuaga,1.689,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,BURBUJAS,13079,643,06
"AVENIDA ESTALAJES, S,N",L-D: 07:00-22:00,38.261556,AZUAGA,-5.684944,Azuaga,1.749,NA,1.809,NA,1.749,NA,NA,1.869,BADAJOZ,REPSOL,7545,643,06
CARRETERA N-523 KM. 87,L-D: 06:00-22:00,38.893389,BADAJOZ,-6.970194,Badajoz,1.689,NA,1.759,NA,1.739,NA,NA,1.869,BADAJOZ,GALP,7594,644,06
"CARRETERA N-5 KM. 401,800",L-D: 24H,38.877889,BADAJOZ,-6.945861,Badajoz,1.729,NA,1.779,NA,1.779,NA,NA,1.899,BADAJOZ,REPSOL,5866,644,06
"CARRETERA N-V MADRID-LISBOA, KM 395, 7 KM.",L-D: 06:30-23:00,38.887806,BADAJOZ,-6.921111,Badajoz,1.609,NA,1.669,NA,1.699,NA,NA,NA,BADAJOZ,GUAY,5844,644,06
CARRETERA N432 KM. 2100,L-D: 24H,38.858139,BADAJOZ,-6.94725,Badajoz,1.719,NA,1.749,NA,1.819,NA,NA,NA,BADAJOZ,OCHO ÁREAS DE SERVICIO,7614,644,06
"CALLE CORTE DE PELEAS, 114",L-D: 24H,38.874611,BADAJOZ,-6.953,Badajoz,1.579,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,OCHO AREAS DE SERVICIO,13147,644,06
"CARRETERA CTRA. BADAJOZ-GRANADA KM 3,5 M.D. KM. 3,5",L-D: 07:00-23:00,38.848833,BADAJOZ,-6.9383609999999996,Badajoz,1.739,NA,1.809,NA,1.769,NA,NA,1.889,BADAJOZ,REPSOL,7505,644,06
"AREA, ARRABAL CR SEVILLA AI-7, 1",L: 07:00-23:00,38.87275,BADAJOZ,-6.95975,Badajoz,1.779,NA,1.845,NA,1.809,NA,NA,1.941,BADAJOZ,CEPSA,7514,644,06
"CALLE CORTE DE PELEAS, 120",L-D: 24H,38.876222,BADAJOZ,-6.954361,Badajoz,1.579,NA,1.589,NA,1.679,NA,NA,NA,BADAJOZ,BALLENOIL,15681,644,06
"CARRETERA N-432 KM. 0,650",L-D: 24H,38.868833,BADAJOZ,-6.954972,Badajoz,1.589,NA,NA,NA,1.694,NA,NA,NA,BADAJOZ,SHELL,14454,644,06
"CALLE NEVERO QUINCE, 57",L-D: 24H,38.895667,BADAJOZ,-6.987611,Badajoz,1.559,NA,NA,NA,1.649,NA,NA,NA,BADAJOZ,BDS,12195,644,06
"CARRETERA EX-100 KM. 85,600",L-D: 24H,38.906167,BADAJOZ,-6.966083,Badajoz,1.829,NA,1.899,NA,1.899,NA,NA,2.029,BADAJOZ,REPSOL,11759,644,06
"CTRA. EX-100 km 85,6",L-D: 06:30-22:30,38.906278,BADAJOZ,-6.964972,Badajoz,1.889,NA,1.969,NA,1.939,NA,NA,2.059,BADAJOZ,REPSOL,5845,644,06
"AUTOVIA A5 km 405,715",L-D: 24H,38.883209,BADAJOZ,-7.050811,Badajoz,1.719,NA,1.799,NA,1.799,NA,NA,1.939,BADAJOZ,GALP,7615,644,06
"CALLE FEDERICO MAYOR ZARAGOZA, 14",L-D: 24H,38.892417,BADAJOZ,-6.999083,Badajoz,1.539,NA,NA,NA,1.638,NA,NA,NA,BADAJOZ,ESTRELLA ROJA,15458,644,06
"CALLE JERONIMO DE VALENCIA, 11",L-D: 24H,38.894833,BADAJOZ,-6.996278,Badajoz,1.536,NA,1.546,NA,1.634,NA,NA,NA,BADAJOZ,BALLENOIL,11645,644,06
"CARRETERA N-V (MADRID-LISBOA) KM. 409,820",L-D: 06:00-00:00,38.883583,BADAJOZ,-7.027194,Badajoz,1.619,NA,1.679,NA,1.719,NA,NA,NA,BADAJOZ,DST,5868,644,06
"POLIGONO INDUSTRIAL EL NEVERO, 17",L-D: 24H,38.900389,BADAJOZ,-6.989556,Badajoz,1.538,NA,1.538,NA,1.636,NA,NA,NA,BADAJOZ,AREA SAN MARTIN,10351,644,06
"AVENIDA ANTONIO NEVADO, 35",L-D: 24H,38.901417,BADAJOZ,-6.994306,Badajoz,1.769,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,IDS,5861,644,06
"AVENIDA ADOLFO DIAZ AMBRONA, 60",L-D: 24H,38.883861,BADAJOZ,-6.990333,Badajoz,1.689,NA,1.759,NA,1.739,NA,NA,1.869,BADAJOZ,GALP,7608,644,06
"CARRETERA N-V (MADRID-LISBOA) KM. 409,820",L-D: 06:00-00:00,38.883167,BADAJOZ,-7.026722,Badajoz,1.619,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,DST,5869,644,06
"CARRETERA CRTA. VALVERDE DE LEGANES KM, 1 KM. 1",L-D: 24H,38.861472,BADAJOZ,-6.971472,Badajoz,1.759,NA,1.799,NA,1.819,NA,NA,1.909,BADAJOZ,CARREFOUR,5850,644,06
"CALLE VICENTE DELGADO ALGABA, S/N",L-D: 07:00-22:00,38.866139,BADAJOZ,-6.974528,Badajoz,1.759,NA,1.859,NA,1.819,NA,NA,NA,BADAJOZ,REPSOL,10816,644,06
CARRETERA VALVERDE DE LEGANES KM.,L-D: 07:00-23:00,38.850944,BADAJOZ,-6.967556,Badajoz,1.759,NA,1.849,NA,1.819,NA,NA,1.929,BADAJOZ,BP SANCHA BRAVA,8388,644,06
"AVENIDA LUIS MOVILLA, 2",L-D: 06:00-23:00,38.858611,BADAJOZ,-6.990056,Badajoz,1.759,NA,1.859,NA,1.779,NA,NA,1.909,BADAJOZ,REPSOL,7552,644,06
"CARRETERA DE VALVERDE KM. 3,200",L-D: 07:00-23:00,38.846028,BADAJOZ,-6.966111,Badajoz,1.759,NA,1.849,NA,1.799,NA,NA,1.929,BADAJOZ,"""BP"" ROTONDA LAS VAGUADAS S.L.",5884,644,06
"PLAZA PLAZA DEL PILAR, S/N, S/N",L-V: 07:00-21:00; S: 07:00-15:00; D: 08:00-14:00,38.874333,BADAJOZ,-6.971306,Badajoz,1.739,NA,1.789,NA,1.779,NA,NA,NA,BADAJOZ,REPSOL,5922,644,06
"CALLE C/ JOSE MARÍA ALCARAZ Y ALENDA, S/N",L-D: 24H,38.867944,BADAJOZ,-6.989861,Badajoz,1.759,NA,1.799,NA,1.819,NA,NA,1.909,BADAJOZ,CARREFOUR,5852,644,06
"CR N-432, 3,5",L-V: 06:00-22:00; S-D: 07:00-23:00,38.848639,BADAJOZ,-6.938556,Badajoz,1.649,NA,1.749,NA,1.769,NA,NA,NA,BADAJOZ,ROCK & OIL,7590,644,06
"AVENIDA CIRCUNVALACIÓN REINA SOFÍA, SN",L-S: 06:00-22:00; D: 07:00-22:00,38.881694,BADAJOZ,-6.964,Badajoz,1.739,NA,1.799,NA,1.789,NA,NA,1.909,BADAJOZ,REPSOL,15049,644,06
"CARRETERA EX-100 KM. 82,9",L-D: 06:00-22:00,38.921361,GEVORA,-6.944972,Badajoz,1.759,NA,1.825,NA,1.779,NA,NA,1.839,BADAJOZ,CEPSA,5960,644,06
"CALLE AIRE, S/N",L-D: 24H,38.939917,NOVELDA DEL GUADIANA,-6.831361,Badajoz,1.6,1.169,NA,NA,NA,NA,NA,NA,BADAJOZ,S. COOP. AGRICOLA DE COLONOS DE NOVELDA,10381,644,06
CARRETERA MATASDEPORRAS KM. SN,L-D: 06:30-10:00,38.928472,GUADIANA DEL CAUDILLO,-6.685667,Badajoz,1.599,1.299,NA,NA,1.719,NA,NA,NA,BADAJOZ,TALANTENA,11791,644,06
"PROLONGACIO/PROLONGACIÓN RONDA OESTE, S/N",L-D: 24H,38.923306,GUADIANA DEL CAUDILLO,-6.693472,Badajoz,1.579,1.219,NA,NA,NA,NA,NA,NA,BADAJOZ,SAN VALERIANO EXTREMEÑO SCL,10189,644,06
CARRETERA NACIONAL V KM. 391,L-D: 24H,38.886528,VILLAFRANCO DEL GUADIANA,-6.85975,Badajoz,1.589,NA,1.639,NA,1.689,NA,NA,1.779,BADAJOZ,IBERDOEX,5824,644,06
CARRETERA BA-20 KM. 1,L-D: 24H,38.883861,BADAJOZ,-6.932639,Badajoz,1.579,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,BALLENOIL,13546,644,06
"AVENIDA BRADENTON, S/N",L-V: 08:00-21:00; S-D: 08:00-14:30 y 17:30-21:00,38.515639,BARCARROTA,-6.85175,Barcarrota,1.739,NA,1.805,NA,1.769,NA,NA,1.895,BADAJOZ,CEPSA,5919,645,06
"CALLE JEREZ, 0",L-D: 24H,38.509778,BARCARROTA,-6.852556,Barcarrota,1.589,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,M&D,13908,645,06
"CR N-432A, 131,1",L-D: 07:00-22:00,38.273722,BERLANGA,-5.832472,Berlanga,1.749,1.399,1.819,NA,1.799,NA,NA,NA,BADAJOZ,PETRONOR,5935,648,06
"CR C-437 25,7",L-S: 07:00-15:00 y 17:00-22:00; D: 09:00-14:00 y 17:00-21:00,38.294361,BIENVENIDA,-6.209611,Bienvenida,1.709,1.421,NA,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,7571,649,06
"CR BA-4311 8,5",L-S: 08:00-20:00,38.381611,BURGUILLOS DEL CERRO,-6.585944,Burguillos del Cerro,1.709,NA,NA,NA,1.729,NA,NA,NA,BADAJOZ,CAMPSA,5923,651,06
"AVENIDA NUESTRA SEÑORA DE BELEN, S/N",L: 06:00-22:00; D: 06:00-22:00,38.716528,CABEZA DEL BUEY,-5.230861,Cabeza del Buey,1.759,1.392,1.859,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,5938,652,06
PUEBLA DE ALCOCER km 0.150,L: 07:00-22:00,38.729806,CABEZA DEL BUEY,-5.223028,Cabeza del Buey,1.633,1.29,NA,NA,1.694,NA,NA,NA,BADAJOZ,ESTACIÓN DE SERVICIO ARMENTERA S.L,11071,652,06
CARRETERA PUEBLA DE ALCOCER KM. 1,L-D: 24H,38.731722,CABEZA DEL BUEY,-5.223472,Cabeza del Buey,1.59,1.2,NA,NA,1.649,NA,NA,NA,BADAJOZ,COOPERATIVA OLIVARERA CABEZA DEL BUEY,10137,652,06
"CALLE TOMILLAR, S/N",L-S: 07:00-15:30 y 16:30-20:00,38.086667,CABEZA LA VACA,-6.415417,Cabeza la Vaca,1.699,NA,NA,NA,1.809,NA,NA,NA,BADAJOZ,E.S.SAN BENITO,11473,653,06
"AVENIDA EXTREMADURA, S/N",L-V: 06:00-22:00; S-D: 07:00-15:00,38.894694,CALAMONTE,-6.386361,Calamonte,1.719,NA,1.785,NA,1.719,NA,NA,NA,BADAJOZ,CEPSA,10091,654,06
CARRETERA SEVILLA KM. S/N,L-D: 24H,38.885028,CALAMONTE,-6.380556,Calamonte,1.569,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,GALP,12465,654,06
"CALLE HERNANDO DE SOTO, 2",L-D: 24H,38.105306,CALERA DE LEON,-6.332639,Calera de León,1.639,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,E.S TENTUDIA,13350,655,06
"PARAJE PUERTO RICO, S/N",L: 06:00-22:00,38.100556,CALERA DE LEON,-6.328556,Calera de León,1.64,1.3,NA,NA,1.7,NA,NA,NA,BADAJOZ,AL-KASERA,12513,655,06
AUTOVIA A-66 KM. 690,L-D: 24H,38.315167,CALZADILLA DE LOS BARROS,-6.302111,Calzadilla de los Barros,1.765,NA,1.859,NA,1.754,1.869,NA,NA,BADAJOZ,CEPSA,11990,656,06
CARRETERA EX-104 VILLANUEVA DE LA SERENA-ANDUJAR KM. 19,L-D: 24H,38.871944,CAMPANARIO,-5.628472,Campanario,1.558,NA,NA,NA,1.628,NA,NA,NA,BADAJOZ,LAENCINA SODAD COOP LIMITADA,12748,657,06
"CARRETERA EXT104 KM. 20,2",L: 06:00-22:00,38.859861,CAMPANARIO,-5.623583,Campanario,1.769,NA,1.809,NA,1.819,NA,NA,NA,BADAJOZ,REPSOL,7582,657,06
"CR BA-4026 0,2",L-D: 24H,38.501222,CAMPILLO DE LLERENA,-5.823806,Campillo de Llerena,1.709,NA,1.769,NA,1.729,NA,NA,NA,BADAJOZ,CAMPSA,5925,658,06
"N430 km 153,8",L-D: 06:30-22:30,39.110167,CASAS DE DON PEDRO,-5.333722,Casas de Don Pedro,1.749,NA,1.819,NA,1.828,NA,NA,NA,BADAJOZ,CEPSA,9890,662,06
"CARRETERA N-502 KM. 216,500",L-X: 07:00-20:00; V-D: 07:00-20:00,39.281222,CASTILBLANCO,-5.106083,Castilblanco,1.699,1.32,NA,NA,1.75,NA,NA,NA,BADAJOZ,(SIN RÓTULO),7498,664,06
CARRETERA MONTERRRUBIO KM. S/N,L-D: 24H,38.716,CASTUERA,-5.546778,Castuera,1.629,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,UNIDAD SUMINISTRO COOPERATIVA GANADERA CASTUERA,13403,665,06
CARRETERA VILLANUEVA KM. 6,L-D: 24H,38.732889,CASTUERA,-5.549639,Castuera,1.649,NA,NA,NA,1.709,NA,NA,NA,BADAJOZ,FAST FUEL,13137,665,06
"POLIGONO CALLE SIERRA MATASIETE, 8",L: 24H,39.209278,CODOSERA (LA),-7.165306,Codosera (La),1.539,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,CARBURANTES GB,13519,667,06
"CARRETERA BA-5001 KM KM. 17,7",L-D: 08:00-22:00,39.21375,CODOSERA (LA),-7.162361,Codosera (La),1.719,NA,1.83,NA,1.76,NA,NA,1.94,BADAJOZ,REPSOL,5949,667,06
"CARRETERA LA NAVA KM. 0,3",L: 06:00-22:30,39.14375,CORDOBILLA DE LACARA,-6.440361,Cordobilla de Lácara,1.62,1.22,NA,NA,1.69,NA,NA,NA,BADAJOZ,IBERDOEX,11323,668,06
CARRETERA EX-104 KM. 11,L-S: 06:00-22:00; D: 07:00-22:00,38.919556,CORONADA (LA),-5.67825,Coronada (La),1.608,1.308,NA,NA,1.708,NA,NA,1.808,BADAJOZ,PK 11,7492,669,06
"CALLE VASCO NUÑEZ DE BALBOA, 23",L-D: 24H,38.724528,CORTE DE PELEAS,-6.6755,Corte de Peleas,1.55,1.139,NA,NA,NA,NA,NA,NA,BADAJOZ,COAGCOR A.I.E,12493,670,06
"CALLE MARINEGRA, 11",L-D: 24H,38.975778,DON BENITO,-5.861917,Don Benito,1.689,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SETTRAN,13340,673,06
"CARRETERA EX-206 KM. 96,5",L-S: 06:00-22:00; D: 06:30-22:00,38.958417,DON BENITO,-5.883722,Don Benito,1.739,NA,1.809,NA,1.754,1.839,NA,NA,BADAJOZ,CEPSA,7613,673,06
"CARRETERA CTRA. N-430 (CTRA. BADAJOZ-CIUDAD REAL) KM. KM 105,5",L-D: 24H,39.031,DON BENITO,-5.855444,Don Benito,1.639,NA,NA,NA,1.719,NA,NA,NA,BADAJOZ,Q8,5847,673,06
"CALLE LEONARDO DA VINCI, 28",L-D: 24H,38.959444,DON BENITO,-5.880722,Don Benito,1.609,NA,NA,NA,1.704,NA,NA,NA,BADAJOZ,SHELL,13098,673,06
"CALLE CARPINTEROS, 1",L-D: 24H,38.970972,DON BENITO,-5.864028,Don Benito,1.6,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SIN ROTULO,15436,673,06
"AVENIDA MADRID DE, 68",L: 24H,38.965917,DON BENITO,-5.85475,Don Benito,1.587,NA,1.597,NA,1.665,NA,NA,NA,BADAJOZ,BALLENOIL,15259,673,06
"RAMAL AUTOVÍA EX. A-2, PARCELA 48, POLÍGONO 219, S/N",L-D: 06:00-23:00,38.96975,DON BENITO,-5.873083,Don Benito,1.725,NA,1.819,NA,1.765,1.799,NA,NA,BADAJOZ,REPSOL,11992,673,06
"AVENIDA AVENIDA DE MADRID, 56",L-D: 06:30-23:00,38.965611,DON BENITO,-5.85575,Don Benito,1.739,NA,1.839,NA,1.749,NA,NA,1.869,BADAJOZ,REPSOL,5870,673,06
"AVENIDA MADRID DE, 23",L-D: 24H,38.964278,DON BENITO,-5.857028,Don Benito,1.587,NA,NA,NA,1.665,NA,NA,NA,BADAJOZ,PLENOIL,15220,673,06
"AVENIDA VEGAS ALTAS DE LAS, 120",L-V: 07:00-22:00; S-D: 08:00-22:00,38.963528,DON BENITO,-5.834306,Don Benito,1.599,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,LUXOIL,12176,673,06
"CALLE ISAAC PERAL, 27",L-D: 24H,38.960778,DON BENITO,-5.873583,Don Benito,1.535,NA,NA,NA,1.645,NA,NA,NA,BADAJOZ,GC ENERGY,15577,673,06
"CARRETERA EXTREMADURA 106 KM. 16,3",L-D: 06:00-22:00,39.013,DON BENITO,-5.870417,Don Benito,1.709,1.209,1.799,NA,1.749,NA,NA,NA,BADAJOZ,BP,7991,673,06
"AVENIDA VEGAS ALTAS, 1",L-D: 06:30-23:00,38.961167,DON BENITO,-5.851861,Don Benito,1.745,1.459,1.829,NA,1.759,1.829,NA,1.879,BADAJOZ,CEPSA,7609,673,06
"CALLE ALQUERIA, S/N",L-D: 24H,38.969028,DON BENITO,-5.861056,Don Benito,1.59,NA,NA,NA,1.67,NA,NA,NA,BADAJOZ,CASAT,11963,673,06
"AVENIDA VEGAS ALTAS DE LAS, 121",L-D: 24H,38.966639,DON BENITO,-5.824,Don Benito,1.587,NA,1.597,NA,1.665,NA,NA,NA,BADAJOZ,BALLENOIL,15783,673,06
"CALLE ISAAC PERAL, 3",L-D: 24H,38.964306,DON BENITO,-5.870111,Don Benito,1.609,NA,NA,NA,1.67,NA,NA,NA,BADAJOZ,DONBEX,14457,673,06
"RONDA NORTE, 1",L-D: 24H,39.089611,VIVARES,-5.894306,Don Benito,1.584,1.188,NA,NA,NA,NA,NA,NA,BADAJOZ,SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL,11524,673,06
"AUTOVIA EX-A2 DE MIAJADAS A DON BENITO/VILLANUEVA KM. 6,160",L-S: 07:00-22:00,39.087389,VIVARES,-5.894056,Don Benito,1.709,NA,1.769,NA,1.729,NA,NA,NA,BADAJOZ,CAMPSA,5909,673,06
CARRETERA EX-106 KM. 8,L-D: 08:00-21:00,39.087972,VIVARES,-5.892361,Don Benito,NA,NA,1.525,NA,NA,NA,NA,NA,BADAJOZ,LOGISTICA MORENO,15336,673,06
"CAMINO CARRETERA CIRCUNVALACION, S/N",L-D: 24H,39.073222,TORVISCAL (EL),-5.751111,Don Benito,1.579,1.159,NA,NA,NA,NA,NA,NA,BADAJOZ,DIDAYMAZ S.COOP.,15586,673,06
"CALLE SAN JOSE, 16",L-D: 24H,38.952194,GARGALIGAS,-5.869139,Don Benito,NA,1.4,NA,NA,NA,NA,NA,NA,BADAJOZ,NO HAY,10392,673,06
"CALLE VIA EMERITA, 66",L-D: 24H,38.94125,ESPARRAGALEJO,-6.429833,Esparragalejo,1.51,NA,NA,NA,1.63,NA,NA,NA,BADAJOZ,"SEDIMACAR, S.L.",14319,675,06
