direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10',precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e10,precio_gasolina_98_e5,provincia,rotulo,ideess,id_municipio,id_provincia
"POLIGONO INDUSTRIAL FREXNENSE, S/N",L-D: 24H,38.168028,FREGENAL DE LA SIERRA,-6.636444,Fregenal de la Sierra,1.672,1.286,NA,NA,NA,NA,NA,NA,BADAJOZ,GASOLEO B,10037,679,06
CARRETERA BADAJOZ-HUELVA KM. 95,L-D: 07:00-10:00,38.168417,FREGENAL DE LA SIERRA,-6.649833,Fregenal de la Sierra,1.789,NA,1.889,NA,1.839,NA,NA,NA,BADAJOZ,CEPSA,10165,679,06
"C 712 km 1,4",L-D: 24H,39.131015,FUENLABRADA DE LOS MONTES,-4.947033,Fuenlabrada de los Montes,1.536,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SI,9988,680,06
"ACCESO A-66, S/N",L-D: 06:00-23:00,38.23025,FUENTE DE CANTOS,-6.296556,Fuente de Cantos,1.759,NA,1.839,NA,1.799,NA,NA,1.959,BADAJOZ,GALP,12928,681,06
"CR N-630, 702,2",L-D: 06:30-22:30,38.246278,FUENTE DE CANTOS,-6.299917,Fuente de Cantos,1.759,1.399,1.839,NA,1.799,NA,NA,1.959,BADAJOZ,REPSOL,7546,681,06
"C/ REAL, S/N",L-D: 07:00-22:00,38.250222,FUENTE DE CANTOS,-6.300972,Fuente de Cantos,1.719,1.299,NA,NA,1.759,NA,NA,NA,BADAJOZ,GALP,7483,681,06
"CALLE POZO, 31",L-D: 06:30-22:00,38.153444,FUENTE DEL ARCO,-5.901611,Fuente del Arco,1.68,1.3,NA,NA,1.75,NA,NA,NA,BADAJOZ,V.G,5825,682,06
"CARRETERA DE ZAFRA, Nº 4",L-D: 24H,38.520098,FUENTE DEL MAESTRE,-6.448922,Fuente del Maestre,1.511,1.228,NA,NA,NA,NA,NA,NA,BADAJOZ,S. COOP. NTRA. SRA. DE LA CABEZA,11044,683,06
"CARRETERA EX-362 KM. 4,4",L-D: 06:00-22:00,38.512917,FUENTE DEL MAESTRE,-6.450444,Fuente del Maestre,1.769,1.459,1.859,NA,1.829,NA,NA,NA,BADAJOZ,REPSOL,5902,683,06
CARRETERA VILLALBA KM. 12,L-S: 07:00-21:00,38.531028,FUENTE DEL MAESTRE,-6.445194,Fuente del Maestre,1.769,NA,1.845,NA,1.839,NA,NA,NA,BADAJOZ,CEPSA,5962,683,06
SEGURA A CUMBRES (CTRA. SEGURA-CUMBRES PK 6 km 6),D: 09:00-14:00 y 17:00-21:00,38.070556,FUENTES DE LEON,-6.540278,Fuentes de León,1.729,1.379,1.839,NA,1.779,NA,NA,NA,BADAJOZ,IBERDOEX,5834,684,06
"AVENIDA EXTREMADURA, 67",L-S: 08:00-14:00 y 16:00-21:00,38.304833,GRANJA DE TORREHERMOSA,-5.594083,Granja de Torrehermosa,1.709,1.465,NA,NA,NA,NA,NA,NA,BADAJOZ,REPSOL,5859,688,06
"URBANIZACIÓN ANTIGUA NACIONAL 432, S/N",L-S: 07:00-21:00; D: 08:00-14:00,38.304361,GRANJA DE TORREHERMOSA,-5.607944,Granja de Torrehermosa,1.719,NA,1.779,NA,1.729,NA,NA,1.849,BADAJOZ,REPSOL,7581,688,06
CARRETERA EJIDO DEL VALLE KM. S/N,L-D: 24H,38.305056,GRANJA DE TORREHERMOSA,-5.599361,Granja de Torrehermosa,NA,1.142,NA,NA,NA,NA,NA,NA,BADAJOZ,CAMPIÑA SUR,10501,688,06
AUTOVIA MADRID-LISBOA KM. 314,L-D: 07:00-23:00,39.006222,GUAREÑA,-6.091111,Guareña,1.739,NA,1.819,NA,1.769,NA,NA,1.929,BADAJOZ,REPSOL,7507,689,06
CARRETERA DON BENITO KM. S/N,L-D: 24H,38.863028,GUAREÑA,-6.100306,Guareña,1.599,1.196,NA,NA,NA,NA,NA,NA,BADAJOZ,SOC.COOP DEL CAMPO SAN PEDRO,9765,689,06
"CARRETERA EXT.105, KM. 24",L-D: 24H,38.862778,GUAREÑA,-6.099722,Guareña,1.599,NA,1.609,NA,1.689,NA,NA,NA,BADAJOZ,SANGAR,5865,689,06
"CALLE VILLANUEVA, 46",L-D: 07:00-14:25 y 14:30-22:00,38.922167,HABA (LA),-5.800556,Haba (La),1.739,1.449,1.759,NA,1.759,NA,NA,1.839,BADAJOZ,-,12225,690,06
"AVENIDA JUAN CARLOS 1, 19",L: 07:00-22:00,39.170833,HERRERA DEL DUQUE,-5.047028,Herrera del Duque,1.719,1.399,NA,NA,1.759,NA,NA,NA,BADAJOZ,IBERDOEX,7503,692,06
CARRETERA EX-103 KM. 109,L-D: 07:00-23:00,38.647417,HIGUERA DE LA SERENA,-5.735861,Higuera de la Serena,1.639,1.329,NA,NA,1.699,NA,NA,NA,BADAJOZ,BLANCA,8310,693,06
"CARRETERA HIGUERA DE VARGAS A EX-112 KM. 0,385",L-S: 06:30-22:00; D: 07:30-21:30,38.438306,HIGUERA DE VARGAS,-6.975,Higuera de Vargas,1.759,NA,1.829,NA,1.799,NA,NA,NA,BADAJOZ,REPSOL,5828,695,06
"POLIGONO LA CHACARA, 3",L-D: 06:00-22:00,38.134583,HIGUERA LA REAL,-6.693833,Higuera la Real,1.749,NA,1.859,NA,1.754,NA,NA,NA,BADAJOZ,CEPSA,10249,696,06
CTRA. PUEBLA DE LA REINA S/N,L-D: 24H,38.559639,HORNACHOS,-6.076389,Hornachos,1.626,1.194,NA,NA,NA,NA,NA,NA,BADAJOZ,SDAD.COOP.LIMT. DE HORNACHOS,11061,698,06
"CARRETERA BA-613 KM. 24,8",L: 07:00-22:00; D: 07:00-14:30,38.555556,HORNACHOS,-6.077639,Hornachos,1.769,0.9,NA,NA,1.849,NA,NA,NA,BADAJOZ,MURILLO ROJO SL,5952,698,06
CARRETERA BADAJOZ KM. 71,L-D: 07:00-23:00,38.3265,JEREZ DE LOS CABALLEROS,-6.764806,Jerez de los Caballeros,1.749,NA,1.819,NA,1.809,NA,NA,1.979,BADAJOZ,REPSOL,5934,699,06
CARRETERA EX 112 KM. 27,L-D: 24H,38.329083,JEREZ DE LOS CABALLEROS,-6.762611,Jerez de los Caballeros,1.689,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SETTRAN,13343,699,06
"CALLE CTRA. N-435, PK KM 70,9, 70",L-D: 24H,38.323611,JEREZ DE LOS CABALLEROS,-6.78275,Jerez de los Caballeros,1.669,NA,1.739,NA,1.739,NA,NA,NA,BADAJOZ,Q8,5840,699,06
CARRETERA CIRCUNVALACIÓN SN KM. S/N,L-D: 24H,38.303833,VALUENGO,-6.710694,Jerez de los Caballeros,1.64,1.28,NA,NA,NA,NA,NA,NA,BADAJOZ,SIERRA DE JEREZ SOCIEDAD COOPERATIVA,14629,699,06
"CALLE LA RADIO II, 17",L-D: 24H,38.242556,LLERENA,-6.007611,Llerena,1.719,NA,NA,NA,1.729,NA,NA,NA,BADAJOZ,PETROCOR,13928,702,06
"AVENIDA BADAJOZ, 2",L-D: 07:00-22:00,38.240444,LLERENA,-6.00825,Llerena,1.759,NA,1.829,NA,1.769,NA,NA,NA,BADAJOZ,SAN CRISTOBAL,5956,702,06
"CR A-5, 369,8",L-D: 06:00-22:00,38.840194,LOBON,-6.646389,Lobón,1.749,NA,1.829,NA,1.749,NA,NA,NA,BADAJOZ,REPSOL,7502,703,06
"CALLE CAMINO DE LAS HUERTAS, 7",L-D: 24H,38.8455,LOBON,-6.626861,Lobón,NA,1.183,NA,NA,NA,NA,NA,NA,BADAJOZ,COOPERATIVA LOBON,11072,703,06
"AUTOVIA A5 KM. 367,350",L-D: 24H,38.842111,LOBON,-6.619972,Lobón,1.729,1.445,1.849,NA,1.754,NA,NA,NA,BADAJOZ,CEPSA,5872,703,06
AUTOVIA A5 KM. 367,L-D: 24H,38.844444,LOBON,-6.621389,Lobón,1.548,NA,NA,NA,1.665,NA,NA,NA,BADAJOZ,FUEL 10,15730,703,06
CARRETERA C-520 KM. 90,L-V: 06:30-21:30; S: 07:30-15:00,38.963056,MEDELLIN,-5.948528,Medellín,1.725,1.28,1.819,NA,1.765,NA,NA,NA,BADAJOZ,REPSOL,5885,709,06
"CARRERA DE LA ESTACION, 1",L-D: 24H,38.956861,MEDELLIN,-5.962694,Medellín,NA,1.15,NA,NA,NA,NA,NA,NA,BADAJOZ,SOCIEDAD COOPERATIVA AGRICOLA DE MEDELLIN,11572,709,06
"CALLE LUIS CHAMIZO, 1",L-D: 24H,38.347056,MEDINA DE LAS TORRES,-6.410889,Medina de las Torres,NA,1.273,1.556,NA,NA,NA,NA,NA,BADAJOZ,COOP. STMO. CRISTO H.,11573,710,06
"CALLE POLIGONO INDUSTRIAL EL PRADO CL SUP-PA-01 B8., S/N",L-D: 24H,38.919111,MERIDA,-6.37425,Mérida,1.689,1.399,NA,NA,NA,NA,NA,NA,BADAJOZ,NIEVES,15422,712,06
CARRETERA ACC. A CALAMONTE KM 1 KM. 1,L-D: 24H,38.897444,MERIDA,-6.387583,Mérida,1.599,1.139,NA,NA,NA,NA,NA,NA,BADAJOZ,COOP. LIMITADA DEL CAMPO SAN JOSE DE CALAMONTE,10096,712,06
AUTOVIA A-5 KM. 341,L-D: 24H,38.938417,MERIDA,-6.365083,Mérida,1.749,1.412,1.829,NA,1.749,NA,NA,1.909,BADAJOZ,REPSOL,11564,712,06
"POLIGONO IND. EL PRADO, PARC SER 1-A, S/N",L-D: 24H,38.921972,MERIDA,-6.375556,Mérida,1.557,NA,1.567,NA,1.675,NA,NA,NA,BADAJOZ,BALLENOIL,15820,712,06
"CALLE ROSALIA CASTRO ESQUINA RAFAEL ALBERTI MERELLO (PARQUE COMERCIAL LA HEREDAD), 4",L: 24H,38.905417,MERIDA,-6.353472,Mérida,1.609,NA,NA,NA,1.704,NA,NA,NA,BADAJOZ,SHELL,13777,712,06
AUTOVIA A-5 KM. 338,L-V: 07:00-22:00; S: 07:30-15:00,38.938639,MERIDA,-6.344333,Mérida,1.729,NA,1.789,NA,1.729,1.759,NA,NA,BADAJOZ,REPSOL,7526,712,06
CARRETERA EX 209 KM. 60,L-D: 24H,38.934417,MERIDA,-6.372194,Mérida,1.689,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SETTRAN,13335,712,06
"CALLE PAPA JUAN XXI, S/N",L-D: 24H,38.916028,MERIDA,-6.330111,Mérida,1.557,NA,NA,NA,1.675,NA,NA,NA,BADAJOZ,BALLENOIL,13915,712,06
CARRETERA N-VA KM. 340,L-D: 06:00-23:00,38.915056,MERIDA,-6.332,Mérida,1.759,NA,1.839,NA,1.769,1.849,NA,NA,BADAJOZ,CEPSA,7557,712,06
AUTOVIA A-66 KM. 630,L-D: 24H,38.858444,MERIDA,-6.364028,Mérida,1.769,NA,1.849,NA,1.779,NA,NA,1.919,BADAJOZ,SHELL,11485,712,06
"CARRETERA E-90/N-V KM. 342,5",L-V: 06:00-22:00; S: 06:00-14:00,38.905639,MERIDA,-6.358111,Mérida,1.739,NA,1.799,NA,1.739,NA,NA,NA,BADAJOZ,REPSOL,7535,712,06
"CARRETERA MADRID-LISBOA, S/N KM. S/N",L-D: 24H,38.907139,MERIDA,-6.360278,Mérida,1.749,NA,1.789,NA,1.749,NA,NA,1.899,BADAJOZ,CARREFOUR,5851,712,06
AUTOVIA A-5 KM. 341,L-D: 06:00-23:00,38.937861,MERIDA,-6.362222,Mérida,1.749,NA,1.829,NA,1.749,NA,NA,1.909,BADAJOZ,REPSOL,11563,712,06
"AVDA. EXTREMADURA, 15",L-V: 07:00-21:30; S-D: 08:00-14:30,38.920472,MERIDA,-6.340556,Mérida,1.739,NA,NA,NA,1.749,NA,NA,NA,BADAJOZ,CEPSA,5921,712,06
"AVENIDA HISPANIDAD, 3",L-D: 24H,38.916278,MERIDA,-6.357722,Mérida,1.559,NA,1.619,NA,1.679,NA,NA,NA,BADAJOZ,VERDE Y SOSTENIBLE,15664,712,06
"CARRETERA E-90/N-V KM. 340,9",L-D: 24H,38.910667,MERIDA,-6.340417,Mérida,1.739,NA,1.799,NA,1.739,NA,NA,1.899,BADAJOZ,REPSOL,7532,712,06
"AVENIDA HISPANIDAD, 2",L-D: 24H,38.916028,MERIDA,-6.361778,Mérida,1.559,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,HERMANOS GUILLEN MONTERO S.A.,13929,712,06
"CARRETERA A5 KM. 338,8",L-D: 06:00-22:00,38.926528,MERIDA,-6.322139,Mérida,1.729,NA,1.789,NA,1.729,1.769,NA,1.889,BADAJOZ,REPSOL,7527,712,06
"CARRETERA N-630 KM. 618,3",L-D: 06:30-22:30,38.938639,MERIDA,-6.344278,Mérida,1.739,NA,1.809,NA,1.739,NA,NA,1.899,BADAJOZ,REPSOL,5947,712,06
"AVENIDA FELIPE VI, S/N",L-D: 24H,38.934889,MERIDA,-6.344194,Mérida,1.559,NA,1.559,NA,1.679,NA,NA,NA,BADAJOZ,PETROGOLD,13898,712,06
"A-5 km 351,5",L-D: 06:00-23:59,38.879583,MERIDA,-6.448083,Mérida,1.729,NA,1.849,NA,1.754,1.849,NA,NA,BADAJOZ,CEPSA,5915,712,06
AUTOVIA A5 KM. 341,L-D: 06:00-22:00,38.937861,MERIDA,-6.361056,Mérida,NA,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,HAM,13996,712,06
"POLIGONO IND. EL PRADO, PARC SER 1-A, S/N",L-D: 24H,38.921972,MERIDA,-6.375556,Mérida,1.729,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,"E.S. VIA DE LA PLATA, S.L.",7494,712,06
"CR N-630, 722,2",L-D: 07:00-23:00,38.083528,MONESTERIO,-6.268417,Monesterio,1.769,NA,1.869,NA,1.789,NA,NA,1.949,BADAJOZ,REPSOL,7559,714,06
AUTOPISTA A-66 KM. 727,L-D: 24H,38.029444,MONESTERIO,-6.220556,Monesterio,1.775,NA,1.875,NA,1.789,NA,NA,1.939,BADAJOZ,REPSOL,11787,714,06
"CALLE BARRIO DE LA CRUZ, 157",L-D: 24H,38.094639,MONESTERIO,-6.270861,Monesterio,1.719,1.299,NA,NA,1.749,NA,NA,NA,BADAJOZ,SAN ISIDRO,13123,714,06
"POLIGONO EL ALCORNOCAL, CALLE LOS AGRICULTORES, 56",L-D: 24H,38.084278,MONESTERIO,-6.257639,Monesterio,1.719,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,COMOSUREX,13259,714,06
AUTOVIA A-66  KM.730 KM. 730,L-D: 24H,38.028,MONESTERIO,-6.218306,Monesterio,NA,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,ALIARA ENERGIA,15554,714,06
AUTOVIA A 66 KM. 730,L-D: 24H,38.028611,MONESTERIO,-6.220556,Monesterio,1.769,NA,1.859,NA,1.795,NA,NA,NA,BADAJOZ,CEPSA LEO,13208,714,06
CARRETERA CASTUERA KM. 194,L-D: 24H,38.112806,PALLARES,-6.150583,Montemolín,1.759,NA,NA,NA,1.789,NA,NA,NA,BADAJOZ,IBERDOEX,11675,715,06
"CTRA.CASTUERA,S/Nº",L-D: 24H,38.590876,MONTERRUBIO DE LA SERENA,-5.449172,Monterrubio de la Serena,NA,1.15,NA,NA,NA,NA,NA,NA,BADAJOZ,COOPERATIVA LA UNIDAD,10102,716,06
"CALLE PEON DE LA VILLA, 0,5",L: 09:00-14:30,38.589389,MONTERRUBIO DE LA SERENA,-5.438639,Monterrubio de la Serena,1.709,NA,1.769,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,5963,716,06
"CARRETERA POLIGONO INDUSTRIAL PARCELAS 13,14,15 KM. 18",L-D: 07:00-22:00,38.593639,MONTERRUBIO DE LA SERENA,-5.448139,Monterrubio de la Serena,1.645,1.239,NA,NA,1.679,NA,NA,NA,BADAJOZ,AGLA,14665,716,06
"CALLE CUESTA DE LOS TEJARES S/N, S/N",L-V: 08:00-14:00,38.586194,MONTERRUBIO DE LA SERENA,-5.4365,Monterrubio de la Serena,1.66,1.25,NA,NA,NA,NA,NA,NA,BADAJOZ,LA MILAGROSA,12234,716,06
CARRETERA TORREMAYOR KM. 0,L-D: 24H,38.908917,MONTIJO,-6.603583,Montijo,1.57,1.199,NA,NA,NA,NA,NA,NA,BADAJOZ,TIERRASGORDAS,11342,717,06
"CARRETERA LOBON LA ROCA KM. 5,300",L-D: 24H,38.902417,MONTIJO,-6.608028,Montijo,1.749,NA,1.799,NA,1.759,NA,NA,1.879,BADAJOZ,GALP ENERGIA,9148,717,06
"AVENIDA COLON, S/N",L-S: 06:00-23:00; D: 07:00-23:00,38.903083,MONTIJO,-6.620167,Montijo,1.739,NA,1.799,NA,1.729,1.769,NA,NA,BADAJOZ,REPSOL,7579,717,06
"AVENIDA DE PUEBLA, 6",L-D: 24H,38.8995,MONTIJO,-6.621611,Montijo,1.669,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,PETROCAR,13509,717,06
"CARRETERA EX-209 KM. 37,5",L-D: 06:00-00:00,38.900028,MONTIJO,-6.601583,Montijo,1.769,1.335,1.819,NA,1.769,NA,NA,1.889,BADAJOZ,CEPSA,5933,717,06
"CALLE EXTREMADURA, S/N",L-D: 24H,39.063333,NAVA DE SANTIAGO (LA),-6.503028,Nava de Santiago (La),1.513,1.125,NA,NA,NA,NA,NA,NA,BADAJOZ,COOPERATIVA,10089,719,06
"CALLE SIGLO XXI, 7",L-D: 24H,39.105278,NAVALVILLAR DE PELA,-5.470556,Navalvillar de Pela,1.56,1.15,NA,NA,NA,NA,NA,NA,BADAJOZ,SAN AGUSTIN DE OBANDO SCL,12294,720,06
CARRETERA N-430 KM. 138,L-D: 07:00-22:30,39.110361,NAVALVILLAR DE PELA,-5.504611,Navalvillar de Pela,1.737,1.474,NA,NA,1.828,NA,NA,1.962,BADAJOZ,REPSOL,7580,720,06
"CARRETERA EX-116 KM. 0,500",L-D: 24H,39.114778,OBANDO,-5.496556,Navalvillar de Pela,1.56,1.15,NA,NA,NA,NA,NA,NA,BADAJOZ,SAN AGUSTIN DE OBANDO SCL,12295,720,06
CARRETERA JEREZ KM. S/N,L-D: 07:00-22:00,38.285333,OLIVA FRONTERA,-6.91225,Oliva de la Frontera,1.699,1.299,1.749,NA,1.749,NA,NA,NA,BADAJOZ,IBERDOEX,5821,722,06
"POLIGONO LA CALZADA, 0",L-V: 07:00-14:30 y 16:30-19:30; S: 07:00-13:00,38.286278,OLIVA FRONTERA,-6.911861,Oliva de la Frontera,1.69,1.25,NA,NA,NA,NA,NA,NA,BADAJOZ,ASAJA SDAD COOP,14642,722,06
"AVENIDA EXTREMADURA, 192",L-S: 08:00-22:00; D: 08:00-14:00,38.282778,OLIVA FRONTERA,-6.915417,Oliva de la Frontera,1.709,NA,NA,NA,1.749,NA,NA,NA,BADAJOZ,REPSOL,7525,722,06
"CARRETERA EX-107 KM. 23,4",L-D: 24H,38.692111,OLIVENZA,-7.092167,Olivenza,1.589,NA,NA,NA,1.699,NA,NA,NA,BADAJOZ,M&D,13019,724,06
"CARRETERA EX-107 BADAJOZ-VILLANUEVA DEL FRESNO KM. 26,6",L-D: 06:00-23:00,38.665556,OLIVENZA,-7.095694,Olivenza,1.709,NA,1.809,NA,1.739,NA,NA,1.899,BADAJOZ,REPSOL,5900,724,06
CARRETERA EX-107 BADAJOZ-VILLANUEVA DEL FRESNO KM. 24,L-D: 06:30-22:30,38.688306,OLIVENZA,-7.094111,Olivenza,1.598,1.34,NA,NA,1.689,NA,NA,NA,BADAJOZ,EXPLOTACIONES GASOAL,15317,724,06
"CARRETERA EX107 KM. 23,5",L-D: 08:00-21:00,38.68775,OLIVENZA,-7.094972,Olivenza,1.709,NA,NA,NA,1.749,NA,NA,NA,BADAJOZ,REPSOL,5926,724,06
"CARRETERA BA 105 KM. 0,55",L: 08:00-20:00,39.017139,ORELLANA LA VIEJA,-5.539556,Orellana la Vieja,1.769,1.459,1.829,NA,1.849,NA,NA,NA,BADAJOZ,REPSOL,13168,726,06
"CARRETERA CR CIRCUNVALACION 7 KM. 0,1",L-V: 07:30-18:30; S: 07:30-12:30,39.013139,ORELLANA LA VIEJA,-5.537472,Orellana la Vieja,NA,1.201,NA,NA,NA,NA,NA,NA,BADAJOZ,SIN ROTULO,15432,726,06
CTRA.PEÑALSORDO-ALMADEN,L: 06:00-00:00,38.819722,PEÑALSORDO,-5.106444,Peñalsordo,1.589,1.259,NA,NA,1.679,NA,NA,NA,BADAJOZ,IBERDOEX,5820,729,06
CARRETERA EX-103 KM. 44,L-D: 06:00-22:00,38.993528,PUEBLA DE ALCOCER,-5.252806,Puebla de Alcocer,1.789,1.459,1.849,NA,1.869,NA,NA,1.989,BADAJOZ,REPSOL,7555,731,06
"CARRETERA EX-328 LOBON-LA ROCA KM. 2,76",L-V: 06:30-22:30; S: 07:00-22:30; D: 07:00-15:00,38.879417,PUEBLA DE LA CALZADA,-6.612139,Puebla de la Calzada,1.589,1.256,NA,NA,1.689,NA,NA,NA,BADAJOZ,EXPLOTACIONES GASOAL SL,15318,732,06
"CALLE CALZADA ROMANA, S/N",L-D: 24H,38.891611,PUEBLA DE LA CALZADA,-6.617028,Puebla de la Calzada,1.597,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,SDAD. COOP. VEGAS BAJAS,12317,732,06
"CR EX-100, 40,6",L-S: 06:00-21:00,39.175361,PUEBLA DE OBANDO,-6.620972,Puebla de Obando,1.719,NA,1.779,NA,1.749,NA,NA,NA,BADAJOZ,REPSOL,5881,734,06
"CALLE CRUZ VERDE, 9",L-D: 00:00-23:59,38.394222,PUEBLA DE SANCHO PEREZ,-6.393889,Puebla de Sancho Pérez,1.585,1.21,NA,NA,NA,NA,NA,NA,BADAJOZ,NTRA SRA DE BELEN,15488,735,06
"CALLE RIO BODION, 64",L-D: 07:00-23:00,38.415444,PUEBLA DE SANCHO PEREZ,-6.399917,Puebla de Sancho Pérez,1.759,NA,1.825,NA,1.779,1.839,NA,NA,BADAJOZ,CEPSA,5879,735,06
"CARRETERA CTRA. N-432 (CTRA. BADAJOZ-ZAFRA-CÓRDOBA) KM. KM 78,23",L-D: 24H,38.403667,PUEBLA DE SANCHO PEREZ,-6.360361,Puebla de Sancho Pérez,1.609,NA,NA,NA,1.679,NA,NA,1.809,BADAJOZ,Q8,5848,735,06
CARRETERA CAZALLA KM. S/N,L-V: 08:00-15:00,38.083917,PUEBLA DEL MAESTRE,-6.079056,Puebla del Maestre,1.759,1.339,NA,NA,NA,NA,NA,NA,BADAJOZ,LIBRE,15378,736,06
"EX-209 km 22,5",L: 08:00-20:00,38.921833,PUEBLONUEVO DEL GUADIANA,-6.760861,Pueblonuevo del Guadiana,1.759,1.369,1.825,NA,1.779,NA,NA,NA,BADAJOZ,CEPSA,7499,738,06
"CARRETERA MONTIJO-BADAJOZ KM. 13,9",L-D: 24H,38.922528,PUEBLONUEVO DEL GUADIANA,-6.76125,Pueblonuevo del Guadiana,NA,1.128,NA,NA,NA,NA,NA,NA,BADAJOZ,"VEGAS DE PUEBLONUEVO, SDAD. COOP. LTDA.",10196,738,06
"AVENIDA EJIDO, 12",L-D: 24H,38.738222,QUINTANA DE LA SERENA,-5.659,Quintana de la Serena,1.629,NA,NA,NA,1.679,NA,NA,NA,BADAJOZ,FUELQUIN,13587,739,06
"CTRA. BA-624 km 30,49",L-D: 07:00-23:00,38.748667,QUINTANA DE LA SERENA,-5.68025,Quintana de la Serena,1.749,NA,NA,NA,1.799,NA,NA,NA,BADAJOZ,REPSOL,7493,739,06
"AVENIDA CONSTITUCIÓN, 3",L: 07:00-22:00,38.741944,QUINTANA DE LA SERENA,-5.677667,Quintana de la Serena,1.709,1.441,1.769,NA,1.729,NA,NA,NA,BADAJOZ,REPSOL,5906,739,06
"CARRETERA LOS SANTOS DE MAIMONA KM. 0,150",L-D: 24H,38.547111,RIBERA DEL FRESNO,-6.241611,Ribera del Fresno,1.64,1.23,NA,NA,NA,NA,NA,NA,BADAJOZ,SDAD.COOP.OLIVAREROS Y VITICULTORES,9480,743,06
"CARRETERA EXT342 KM. 9,100",L-D: 06:00-22:00,38.553722,RIBERA DEL FRESNO,-6.233,Ribera del Fresno,1.709,1.366,1.769,NA,1.729,NA,NA,NA,BADAJOZ,CAMPSA,7566,743,06
CARRETERA EX-100 KM. 50,L-D: 06:00-22:00,39.115667,ROCA DE LA SIERRA (LA),-6.685389,Roca de la Sierra (La),1.775,NA,1.841,NA,1.799,NA,NA,1.931,BADAJOZ,CEPSA,5964,745,06
CTRA. NOGALES S/N,L-D: 07:00-22:00,38.520139,SALVALEON,-6.783639,Salvaleón,1.659,1.419,1.719,NA,1.739,NA,NA,NA,BADAJOZ,IBERDOEX,5837,746,06
AUTOVIA A-5 KM. 325,L-D: 24H,38.947556,SAN PEDRO DE MERIDA,-6.187528,San Pedro de Mérida,1.749,NA,1.819,NA,1.759,NA,NA,1.909,BADAJOZ,REPSOL,7584,748,06
"AVENIDA BADAJOZ, 89",L: 07:00-23:00,39.363611,SAN VICENTE DE ALCANTARA,-7.133861,San Vicente de Alcántara,1.659,NA,NA,NA,1.739,NA,NA,1.939,BADAJOZ,JOYMAR,9350,749,06
"AVENIDA BADAJOZ, S/N",L-D: 24H,39.360889,SAN VICENTE DE ALCANTARA,-7.127361,San Vicente de Alcántara,1.605,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,C.T. DE SAN VICENTE DE ALCANTARA,12900,749,06
"CARRETERA VALDEHORNILLOS, S/N KM. S/N",L-D: 24H,39.009611,SANTA AMALIA,-6.005778,Santa Amalia,1.584,1.18,NA,NA,1.597,NA,NA,NA,BADAJOZ,AMALIA DE SAJONIA,10592,751,06
CARRETERA DE YELBES KM. S/N,L-D: 06:00-23:00,39.003861,SANTA AMALIA,-6.007056,Santa Amalia,1.588,1.171,NA,NA,NA,NA,NA,NA,BADAJOZ,RIO BURDALO,10036,751,06
"CARRETERA CR N-430, 92,3 KM. 92,3",L-D: 06:00-22:00,39.007111,SANTA AMALIA,-6.006278,Santa Amalia,1.769,NA,1.849,NA,1.729,NA,NA,1.849,BADAJOZ,REPSOL,7529,751,06
"CALLE CORDELILLO, 62",L-D: 24H,38.613056,SANTA MARTA,-6.631222,Santa Marta,1.707,1.182,NA,NA,1.739,NA,NA,NA,BADAJOZ,COOPERATIVA SANTA MARTA VIRGEN,11487,752,06
"N-432 km 42,7",L-S: 07:00-14:00 y 17:00-22:00,38.615583,SANTA MARTA,-6.631167,Santa Marta,1.709,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,REPSOL,10701,752,06
"CARRETERA BADAJOZ-GRANADA KM. 42,7",L-D: 07:00-22:00,38.617889,SANTA MARTA,-6.642222,Santa Marta,1.749,NA,1.849,NA,1.799,NA,NA,NA,BADAJOZ,CEPSA,5860,752,06
"AVENIDA CONSTITUCION, 105",L-D: 06:00-22:00,38.441806,SANTOS DE MAIMONA (LOS),-6.374333,Santos de Maimona (Los),1.759,NA,1.829,NA,1.789,NA,NA,NA,BADAJOZ,CEPSA,7561,753,06
"CARRETERA CARRETERA N-630 KM. 678,5",L-D: 07:00-22:00,38.448361,SANTOS DE MAIMONA (LOS),-6.355194,Santos de Maimona (Los),1.629,NA,NA,NA,NA,NA,NA,NA,BADAJOZ,CARBURANTES LA ESTRELLA,7489,753,06
"CALLE PARQUE, S/N",L-D: 08:00-19:00,38.449167,SANTOS DE MAIMONA (LOS),-6.377583,Santos de Maimona (Los),NA,1.05,NA,NA,NA,NA,NA,NA,BADAJOZ,COOPERATIVA,12375,753,06
